date,poi_id,poi_name,district,poi_type,crowd_flow,flow_density_score,weather,weather_code,high_temp,low_temp,precipitation_mm,max_wind_speed_kmh,is_weekend,is_holiday,dist_to_center_km,time_score,weather_score,daily_vitality
2024-11-26,B001C8MSP5,黄龙溪古镇,双流区,景区,3359,7.24,阴,3,10.2,6.2,0.0,8.0,0,0,38.85,50.0,60.0,26.34
2024-11-27,B001C8MSP5,黄龙溪古镇,双流区,景区,4689,10.18,阴,3,13.4,6.7,0.0,6.7,0,0,38.85,50.0,60.0,28.11
2024-11-28,B001C8MSP5,黄龙溪古镇,双流区,景区,4176,9.05,阴,3,14.6,5.3,0.0,7.1,0,0,38.85,50.0,60.0,27.43
2024-11-29,B001C8MSP5,黄龙溪古镇,双流区,景区,4231,9.17,阴,3,14.5,4.0,0.0,6.5,0,0,38.85,50.0,60.0,27.5
2024-11-30,B001C8MSP5,黄龙溪古镇,双流区,景区,5746,12.52,阴,3,15.7,4.3,0.0,5.9,1,0,38.85,70.0,60.0,33.51
2024-12-01,B001C8MSP5,黄龙溪古镇,双流区,景区,5805,12.65,晴间多云,1,15.6,5.6,0.0,4.6,1,0,38.85,70.0,90.0,39.59
2024-12-02,B001C8MSP5,黄龙溪古镇,双流区,景区,3046,6.55,阴,3,14.1,6.3,0.0,9.8,0,0,38.85,50.0,60.0,25.93
2024-12-03,B001C8MSP5,黄龙溪古镇,双流区,景区,2887,6.2,阴,3,16.4,9.4,0.0,7.9,0,0,38.85,50.0,60.0,25.72
2024-12-04,B001C8MSP5,黄龙溪古镇,双流区,景区,3461,7.47,阴,3,13.8,10.1,0.0,8.5,0,0,38.85,50.0,60.0,26.48
2024-12-05,B001C8MSP5,黄龙溪古镇,双流区,景区,2514,5.37,阴,3,12.3,8.9,0.0,10.4,0,0,38.85,50.0,60.0,25.22
2024-12-06,B001C8MSP5,黄龙溪古镇,双流区,景区,2968,6.38,阴,3,12.8,7.9,0.0,8.7,0,0,38.85,50.0,60.0,25.83
2024-12-07,B001C8MSP5,黄龙溪古镇,双流区,景区,2350,5.01,中毛毛雨,53,10.2,7.3,3.0,16.6,1,0,38.85,70.0,45.0,26.01
2024-12-08,B001C8MSP5,黄龙溪古镇,双流区,景区,2031,4.31,中毛毛雨,53,8.3,6.4,3.9,11.8,1,0,38.85,70.0,45.0,25.59
2024-12-09,B001C8MSP5,黄龙溪古镇,双流区,景区,1548,3.24,中毛毛雨,53,8.1,5.7,4.8,13.8,0,0,38.85,50.0,45.0,20.94
2024-12-10,B001C8MSP5,黄龙溪古镇,双流区,景区,2383,5.08,小毛毛雨,51,9.7,5.1,0.1,8.2,0,0,38.85,50.0,55.0,24.05
2024-12-11,B001C8MSP5,黄龙溪古镇,双流区,景区,2779,5.96,阴,3,11.3,3.0,0.0,6.8,0,0,38.85,50.0,60.0,25.58
2024-12-12,B001C8MSP5,黄龙溪古镇,双流区,景区,2324,4.95,小毛毛雨,51,8.9,5.7,0.4,10.6,0,0,38.85,50.0,55.0,23.97
2024-12-13,B001C8MSP5,黄龙溪古镇,双流区,景区,2998,6.44,阴,3,6.6,4.2,0.0,13.4,0,0,38.85,50.0,60.0,25.86
2024-12-14,B001C8MSP5,黄龙溪古镇,双流区,景区,3181,6.85,阴,3,9.4,2.0,0.0,7.9,1,0,38.85,70.0,60.0,30.11
2024-12-15,B001C8MSP5,黄龙溪古镇,双流区,景区,3317,7.15,阴,3,10.4,1.0,0.0,5.6,1,0,38.85,70.0,60.0,30.29
2024-12-16,B001C8MSP5,黄龙溪古镇,双流区,景区,2999,6.45,阴,3,11.4,1.1,0.0,5.8,0,0,38.85,50.0,60.0,25.87
2024-12-17,B001C8MSP5,黄龙溪古镇,双流区,景区,2036,4.32,阴,3,11.5,3.0,0.0,4.9,0,0,38.85,50.0,60.0,24.59
2024-12-18,B001C8MSP5,黄龙溪古镇,双流区,景区,2672,5.72,小毛毛雨,51,10.1,1.5,0.4,7.9,0,0,38.85,50.0,55.0,24.43
2024-12-19,B001C8MSP5,黄龙溪古镇,双流区,景区,1838,3.88,小毛毛雨,51,9.9,3.7,0.1,9.2,0,0,38.85,50.0,55.0,23.33
2024-12-20,B001C8MSP5,黄龙溪古镇,双流区,景区,2601,5.57,小毛毛雨,51,10.4,5.9,0.1,8.7,0,0,38.85,50.0,55.0,24.34
2024-12-21,B001C8MSP5,黄龙溪古镇,双流区,景区,3075,6.61,中毛毛雨,53,9.6,4.7,1.1,4.6,1,0,38.85,70.0,45.0,26.97
2024-12-22,B001C8MSP5,黄龙溪古镇,双流区,景区,3021,6.5,小毛毛雨,51,7.7,5.0,2.1,9.8,1,0,38.85,70.0,55.0,28.9
2024-12-23,B001C8MSP5,黄龙溪古镇,双流区,景区,2671,5.72,小毛毛雨,51,7.9,5.3,1.2,11.5,0,0,38.85,50.0,55.0,24.43
2024-12-24,B001C8MSP5,黄龙溪古镇,双流区,景区,2270,4.83,小毛毛雨,51,10.1,4.3,0.7,11.6,0,0,38.85,50.0,55.0,23.9
2024-12-25,B001C8MSP5,黄龙溪古镇,双流区,景区,2661,5.7,阴,3,9.6,5.1,0.0,6.0,0,0,38.85,50.0,60.0,25.42
2024-12-26,B001C8MSP5,黄龙溪古镇,双流区,景区,2728,5.85,阴,3,12.6,3.0,0.0,3.6,0,0,38.85,50.0,60.0,25.51
2024-12-27,B001C8MSP5,黄龙溪古镇,双流区,景区,2208,4.7,小毛毛雨,51,8.1,5.9,1.2,12.6,0,0,38.85,50.0,55.0,23.82
2024-12-28,B001C8MSP5,黄龙溪古镇,双流区,景区,3729,8.06,阴,3,10.9,3.5,0.0,5.3,1,0,38.85,70.0,60.0,30.84
2024-12-29,B001C8MSP5,黄龙溪古镇,双流区,景区,3064,6.59,阴,3,6.5,4.8,0.0,10.1,1,0,38.85,70.0,60.0,29.95
2024-12-30,B001C8MSP5,黄龙溪古镇,双流区,景区,2309,4.92,阴,3,12.9,3.1,0.0,5.5,0,0,38.85,50.0,60.0,24.95
2024-12-31,B001C8MSP5,黄龙溪古镇,双流区,景区,2986,6.42,阴,3,13.4,4.2,0.0,7.0,0,0,38.85,50.0,60.0,25.85
2025-01-01,B001C8MSP5,黄龙溪古镇,双流区,景区,6944,15.17,晴间多云,1,12.0,2.3,0.0,7.8,0,1,38.85,90.0,90.0,45.1
2025-01-02,B001C8MSP5,黄龙溪古镇,双流区,景区,2200,4.68,小毛毛雨,51,14.3,2.1,0.2,8.3,0,0,38.85,50.0,55.0,23.81
2025-01-03,B001C8MSP5,黄龙溪古镇,双流区,景区,2151,4.57,阴,3,14.1,2.7,0.0,12.8,0,0,38.85,50.0,60.0,24.74
2025-01-04,B001C8MSP5,黄龙溪古镇,双流区,景区,2767,5.93,小毛毛雨,51,13.6,3.5,0.2,11.2,1,0,38.85,70.0,55.0,28.56
2025-01-05,B001C8MSP5,黄龙溪古镇,双流区,景区,3345,7.21,阴,3,12.0,2.0,0.0,10.2,1,0,38.85,70.0,60.0,30.33
2025-01-06,B001C8MSP5,黄龙溪古镇,双流区,景区,1963,4.16,阴,3,12.6,2.2,0.0,7.7,0,0,38.85,50.0,60.0,24.5
2025-01-07,B001C8MSP5,黄龙溪古镇,双流区,景区,2029,4.3,中毛毛雨,53,7.8,5.4,2.3,11.0,0,0,38.85,50.0,45.0,21.58
2025-01-08,B001C8MSP5,黄龙溪古镇,双流区,景区,2507,5.36,小毛毛雨,51,10.1,4.8,0.2,7.6,0,0,38.85,50.0,55.0,24.22
2025-01-09,B001C8MSP5,黄龙溪古镇,双流区,景区,2266,4.83,小毛毛雨,51,10.9,2.3,0.4,6.3,0,0,38.85,50.0,55.0,23.9
2025-01-10,B001C8MSP5,黄龙溪古镇,双流区,景区,1730,3.64,中毛毛雨,53,7.5,5.2,3.4,10.1,0,0,38.85,50.0,45.0,21.18
2025-01-11,B001C8MSP5,黄龙溪古镇,双流区,景区,3218,6.93,小毛毛雨,51,11.4,1.5,0.5,9.9,1,0,38.85,70.0,55.0,29.16
2025-01-12,B001C8MSP5,黄龙溪古镇,双流区,景区,2245,4.78,阴,3,9.1,0.0,0.0,7.5,1,0,38.85,70.0,60.0,28.87
2025-01-13,B001C8MSP5,黄龙溪古镇,双流区,景区,1986,4.21,中毛毛雨,53,12.4,3.0,2.7,6.7,0,0,38.85,50.0,45.0,21.53
2025-01-14,B001C8MSP5,黄龙溪古镇,双流区,景区,2370,5.06,小毛毛雨,51,12.6,6.3,1.3,6.3,0,0,38.85,50.0,55.0,24.04
2025-01-15,B001C8MSP5,黄龙溪古镇,双流区,景区,2477,5.29,小毛毛雨,51,10.4,4.4,0.4,11.5,0,0,38.85,50.0,55.0,24.17
2025-01-16,B001C8MSP5,黄龙溪古镇,双流区,景区,2575,5.51,阴,3,11.8,4.8,0.0,10.1,0,0,38.85,50.0,60.0,25.31
2025-01-17,B001C8MSP5,黄龙溪古镇,双流区,景区,2194,4.67,小毛毛雨,51,9.6,6.6,0.1,10.7,0,0,38.85,50.0,55.0,23.8
2025-01-18,B001C8MSP5,黄龙溪古镇,双流区,景区,3407,7.35,小毛毛雨,51,13.6,4.2,0.1,9.8,1,0,38.85,70.0,55.0,29.41
2025-01-19,B001C8MSP5,黄龙溪古镇,双流区,景区,2846,6.11,阴,3,13.1,3.4,0.0,8.6,1,0,38.85,70.0,60.0,29.67
2025-01-20,B001C8MSP5,黄龙溪古镇,双流区,景区,1914,4.05,阴,3,15.4,4.0,0.0,6.1,0,0,38.85,50.0,60.0,24.43
2025-01-21,B001C8MSP5,黄龙溪古镇,双流区,景区,2245,4.78,阴,3,14.8,4.8,0.0,7.6,0,0,38.85,50.0,60.0,24.87
2025-01-22,B001C8MSP5,黄龙溪古镇,双流区,景区,2655,5.69,阴,3,12.9,6.7,0.0,6.9,0,0,38.85,50.0,60.0,25.41
2025-01-23,B001C8MSP5,黄龙溪古镇,双流区,景区,3320,7.16,阴,3,13.6,7.6,0.0,9.3,0,0,38.85,50.0,60.0,26.3
2025-01-24,B001C8MSP5,黄龙溪古镇,双流区,景区,1806,3.81,小毛毛雨,51,11.1,8.6,2.4,12.4,0,0,38.85,50.0,55.0,23.29
2025-01-25,B001C8MSP5,黄龙溪古镇,双流区,景区,2305,4.91,中毛毛雨,53,9.6,6.5,2.6,22.7,1,0,38.85,70.0,45.0,25.95
2025-01-26,B001C8MSP5,黄龙溪古镇,双流区,景区,4011,8.68,阴,3,9.9,2.7,0.0,9.4,1,0,38.85,70.0,60.0,31.21
2025-01-27,B001C8MSP5,黄龙溪古镇,双流区,景区,2050,4.35,阴,3,6.7,-1.0,0.0,9.5,0,0,38.85,50.0,60.0,24.61
2025-01-28,B001C8MSP5,黄龙溪古镇,双流区,景区,4641,10.08,阴,3,10.8,-0.4,0.0,6.6,0,1,38.85,90.0,60.0,36.05
2025-01-29,B001C8MSP5,黄龙溪古镇,双流区,景区,3762,8.13,阴,3,12.4,0.2,0.0,5.6,0,1,38.85,90.0,60.0,34.88
2025-01-30,B001C8MSP5,黄龙溪古镇,双流区,景区,5273,11.48,小毛毛雨,51,9.5,5.8,0.7,7.8,0,1,38.85,90.0,55.0,35.89
2025-01-31,B001C8MSP5,黄龙溪古镇,双流区,景区,4702,10.21,中毛毛雨,53,11.4,5.7,1.3,13.9,0,1,38.85,90.0,45.0,33.13
2025-02-01,B001C8MSP5,黄龙溪古镇,双流区,景区,5176,11.26,小毛毛雨,51,9.5,5.9,0.5,11.1,1,1,38.85,90.0,55.0,35.76
2025-02-02,B001C8MSP5,黄龙溪古镇,双流区,景区,5826,12.7,小毛毛雨,51,11.6,6.1,0.1,10.8,1,1,38.85,90.0,55.0,36.62
2025-02-03,B001C8MSP5,黄龙溪古镇,双流区,景区,4771,10.37,阴,3,13.1,6.1,0.0,10.4,0,1,38.85,90.0,60.0,36.22
2025-02-04,B001C8MSP5,黄龙溪古镇,双流区,景区,4955,10.77,小毛毛雨,51,12.7,2.8,0.1,9.0,0,1,38.85,90.0,55.0,35.46
2025-02-05,B001C8MSP5,黄龙溪古镇,双流区,景区,2345,5.0,小毛毛雨,51,9.0,6.3,0.6,11.4,0,0,38.85,50.0,55.0,24.0
2025-02-06,B001C8MSP5,黄龙溪古镇,双流区,景区,2005,4.25,小毛毛雨,51,8.2,5.1,1.8,12.0,0,0,38.85,50.0,55.0,23.55
2025-02-07,B001C8MSP5,黄龙溪古镇,双流区,景区,1953,4.13,中毛毛雨,53,7.5,4.8,2.3,13.4,0,0,38.85,50.0,45.0,21.48
2025-02-08,B001C8MSP5,黄龙溪古镇,双流区,景区,2454,5.24,中毛毛雨,53,8.6,3.0,5.6,15.5,1,0,38.85,70.0,45.0,26.14
2025-02-09,B001C8MSP5,黄龙溪古镇,双流区,景区,2583,5.53,中毛毛雨,53,8.7,4.4,4.2,7.3,1,0,38.85,70.0,45.0,26.32
2025-02-10,B001C8MSP5,黄龙溪古镇,双流区,景区,2267,4.83,小毛毛雨,51,11.3,2.0,0.2,6.0,0,0,38.85,50.0,55.0,23.9
2025-02-11,B001C8MSP5,黄龙溪古镇,双流区,景区,2806,6.02,阴,3,11.1,4.7,0.0,8.8,0,0,38.85,50.0,60.0,25.61
2025-02-12,B001C8MSP5,黄龙溪古镇,双流区,景区,1842,3.89,中毛毛雨,53,10.7,5.5,1.3,16.4,0,0,38.85,50.0,45.0,21.33
2025-02-13,B001C8MSP5,黄龙溪古镇,双流区,景区,2887,6.2,阴,3,10.0,4.9,0.0,10.7,0,0,38.85,50.0,60.0,25.72
2025-02-14,B001C8MSP5,黄龙溪古镇,双流区,景区,2296,4.89,小毛毛雨,51,10.0,4.2,0.2,7.1,0,0,38.85,50.0,55.0,23.93
2025-02-15,B001C8MSP5,黄龙溪古镇,双流区,景区,2969,6.38,中毛毛雨,53,13.1,3.7,2.3,7.6,1,0,38.85,70.0,45.0,26.83
2025-02-16,B001C8MSP5,黄龙溪古镇,双流区,景区,2651,5.68,小毛毛雨,51,12.6,6.7,0.6,7.3,1,0,38.85,70.0,55.0,28.41
2025-02-17,B001C8MSP5,黄龙溪古镇,双流区,景区,2416,5.16,阴,3,14.2,7.4,0.0,7.1,0,0,38.85,50.0,60.0,25.1
2025-02-18,B001C8MSP5,黄龙溪古镇,双流区,景区,2369,5.05,中毛毛雨,53,11.6,8.4,5.0,7.3,0,0,38.85,50.0,45.0,22.03
2025-02-19,B001C8MSP5,黄龙溪古镇,双流区,景区,1915,4.05,中毛毛雨,53,10.1,7.3,2.8,7.6,0,0,38.85,50.0,45.0,21.43
2025-02-20,B001C8MSP5,黄龙溪古镇,双流区,景区,1977,4.19,中毛毛雨,53,11.9,7.2,2.1,10.8,0,0,38.85,50.0,45.0,21.51
2025-02-21,B001C8MSP5,黄龙溪古镇,双流区,景区,1618,3.39,中毛毛雨,53,9.9,7.2,3.6,8.8,0,0,38.85,50.0,45.0,21.03
2025-02-22,B001C8MSP5,黄龙溪古镇,双流区,景区,1954,4.14,中毛毛雨,53,8.9,7.4,5.2,13.4,1,0,38.85,70.0,45.0,25.48
2025-02-23,B001C8MSP5,黄龙溪古镇,双流区,景区,3192,6.87,小毛毛雨,51,8.7,5.9,1.1,11.0,1,0,38.85,70.0,55.0,29.12
2025-02-24,B001C8MSP5,黄龙溪古镇,双流区,景区,1749,3.68,中毛毛雨,53,8.5,5.2,1.6,11.9,0,0,38.85,50.0,45.0,21.21
2025-02-25,B001C8MSP5,黄龙溪古镇,双流区,景区,2193,4.66,小毛毛雨,51,14.1,3.5,0.1,9.9,0,0,38.85,50.0,55.0,23.8
2025-02-26,B001C8MSP5,黄龙溪古镇,双流区,景区,2613,5.59,小毛毛雨,51,14.1,4.4,0.5,10.0,0,0,38.85,50.0,55.0,24.35
2025-02-27,B001C8MSP5,黄龙溪古镇,双流区,景区,2796,6.0,阴,3,14.1,7.3,0.0,8.3,0,0,38.85,50.0,60.0,25.6
2025-02-28,B001C8MSP5,黄龙溪古镇,双流区,景区,2993,6.43,阴,3,18.2,4.7,0.0,6.1,0,0,38.85,50.0,60.0,25.86
2025-03-01,B001C8MSP5,黄龙溪古镇,双流区,景区,4403,9.55,中毛毛雨,53,16.8,6.3,0.7,8.5,1,0,38.85,70.0,45.0,28.73
2025-03-02,B001C8MSP5,黄龙溪古镇,双流区,景区,5142,11.19,中毛毛雨,53,19.1,9.8,1.8,12.6,1,0,38.85,70.0,45.0,29.71
2025-03-03,B001C8MSP5,黄龙溪古镇,双流区,景区,3720,8.04,中毛毛雨,53,18.2,9.1,1.6,12.6,0,0,38.85,50.0,45.0,23.82
2025-03-04,B001C8MSP5,黄龙溪古镇,双流区,景区,2500,5.34,小雨,61,14.6,9.1,3.7,10.6,0,0,38.85,50.0,40.0,21.2
2025-03-05,B001C8MSP5,黄龙溪古镇,双流区,景区,2130,4.52,大毛毛雨,55,11.1,9.2,10.2,13.8,0,0,38.85,50.0,35.0,19.71
2025-03-06,B001C8MSP5,黄龙溪古镇,双流区,景区,2672,5.72,中毛毛雨,53,9.9,7.4,3.4,11.5,0,0,38.85,50.0,45.0,22.43
2025-03-07,B001C8MSP5,黄龙溪古镇,双流区,景区,2421,5.17,中毛毛雨,53,11.1,4.8,2.3,5.9,0,0,38.85,50.0,45.0,22.1
2025-03-08,B001C8MSP5,黄龙溪古镇,双流区,景区,5473,11.92,小毛毛雨,51,12.4,6.1,1.6,6.3,1,0,38.85,70.0,55.0,32.15
2025-03-09,B001C8MSP5,黄龙溪古镇,双流区,景区,5056,11.0,小毛毛雨,51,13.8,6.4,0.4,5.9,1,0,38.85,70.0,55.0,31.6
2025-03-10,B001C8MSP5,黄龙溪古镇,双流区,景区,4088,8.86,小毛毛雨,51,15.4,7.4,0.2,6.6,0,0,38.85,50.0,55.0,26.32
2025-03-11,B001C8MSP5,黄龙溪古镇,双流区,景区,3477,7.5,小毛毛雨,51,16.8,10.2,0.3,10.9,0,0,38.85,50.0,55.0,25.5
2025-03-12,B001C8MSP5,黄龙溪古镇,双流区,景区,3222,6.94,小毛毛雨,51,17.9,11.4,0.2,14.6,0,0,38.85,50.0,55.0,25.16
2025-03-13,B001C8MSP5,黄龙溪古镇,双流区,景区,3305,7.12,小毛毛雨,51,16.1,8.9,0.5,7.2,0,0,38.85,50.0,55.0,25.27
2025-03-14,B001C8MSP5,黄龙溪古镇,双流区,景区,2478,5.29,小雨,61,18.2,10.6,6.0,10.8,0,0,38.85,50.0,40.0,21.17
2025-03-15,B001C8MSP5,黄龙溪古镇,双流区,景区,2761,5.92,大毛毛雨,55,13.1,10.2,4.4,15.7,1,0,38.85,70.0,35.0,24.55
2025-03-16,B001C8MSP5,黄龙溪古镇,双流区,景区,2570,5.5,小雪,71,10.9,5.7,1.2,12.8,1,0,38.85,70.0,50.0,27.3
2025-03-17,B001C8MSP5,黄龙溪古镇,双流区,景区,2515,5.38,中毛毛雨,53,8.4,3.1,2.1,8.2,0,0,38.85,50.0,45.0,22.23
2025-03-18,B001C8MSP5,黄龙溪古镇,双流区,景区,3822,8.27,小毛毛雨,51,12.4,5.0,0.1,9.6,0,0,38.85,50.0,55.0,25.96
2025-03-19,B001C8MSP5,黄龙溪古镇,双流区,景区,4320,9.37,阴,3,15.6,4.4,0.0,8.5,0,0,38.85,50.0,60.0,27.62
2025-03-20,B001C8MSP5,黄龙溪古镇,双流区,景区,4659,10.12,阴,3,17.0,5.4,0.0,7.1,0,0,38.85,50.0,60.0,28.07
2025-03-21,B001C8MSP5,黄龙溪古镇,双流区,景区,3372,7.27,小毛毛雨,51,19.4,5.0,0.1,6.2,0,0,38.85,50.0,55.0,25.36
2025-03-22,B001C8MSP5,黄龙溪古镇,双流区,景区,4770,10.36,阴,3,18.6,8.1,0.0,6.0,1,0,38.85,70.0,60.0,32.22
2025-03-23,B001C8MSP5,黄龙溪古镇,双流区,景区,5190,11.29,小毛毛雨,51,22.0,10.4,0.2,11.1,1,0,38.85,70.0,55.0,31.77
2025-03-24,B001C8MSP5,黄龙溪古镇,双流区,景区,4182,9.06,阴,3,24.1,9.5,0.0,10.8,0,0,38.85,50.0,60.0,27.44
2025-03-25,B001C8MSP5,黄龙溪古镇,双流区,景区,5796,12.63,晴,0,27.0,9.6,0.0,9.9,0,0,38.85,50.0,95.0,36.58
2025-03-26,B001C8MSP5,黄龙溪古镇,双流区,景区,5884,12.83,晴,0,30.1,12.2,0.0,9.4,0,0,38.85,50.0,95.0,36.7
2025-03-27,B001C8MSP5,黄龙溪古镇,双流区,景区,4727,10.27,阴,3,26.6,15.8,0.0,26.6,0,0,38.85,50.0,60.0,28.16
2025-03-28,B001C8MSP5,黄龙溪古镇,双流区,景区,3425,7.39,小毛毛雨,51,13.7,8.5,0.3,25.7,0,0,38.85,50.0,55.0,25.43
2025-03-29,B001C8MSP5,黄龙溪古镇,双流区,景区,5102,11.1,阴,3,11.5,6.7,0.0,13.9,1,0,38.85,70.0,60.0,32.66
2025-03-30,B001C8MSP5,黄龙溪古镇,双流区,景区,1693,3.56,中雪,73,12.6,4.8,6.2,6.9,1,0,38.85,70.0,50.0,26.14
2025-03-31,B001C8MSP5,黄龙溪古镇,双流区,景区,2770,5.94,小雨,61,9.8,6.8,5.1,8.2,0,0,38.85,50.0,40.0,21.56
2025-04-01,B001C8MSP5,黄龙溪古镇,双流区,景区,3616,7.81,中毛毛雨,53,14.5,6.8,2.1,8.7,0,0,38.85,50.0,45.0,23.69
2025-04-02,B001C8MSP5,黄龙溪古镇,双流区,景区,2864,6.15,中毛毛雨,53,19.5,7.1,1.5,7.4,0,0,38.85,50.0,45.0,22.69
2025-04-03,B001C8MSP5,黄龙溪古镇,双流区,景区,4015,8.69,小雨,61,21.4,10.9,3.5,5.8,0,0,38.85,50.0,40.0,23.21
2025-04-04,B001C8MSP5,黄龙溪古镇,双流区,景区,8679,19.01,小毛毛雨,51,22.1,12.1,0.6,9.4,0,1,38.85,90.0,55.0,40.41
2025-04-05,B001C8MSP5,黄龙溪古镇,双流区,景区,10133,22.22,小毛毛雨,51,21.0,12.8,1.1,11.9,1,1,38.85,90.0,55.0,42.33
2025-04-06,B001C8MSP5,黄龙溪古镇,双流区,景区,8847,19.38,小毛毛雨,51,21.2,12.5,0.1,9.1,1,1,38.85,90.0,55.0,40.63
2025-04-07,B001C8MSP5,黄龙溪古镇,双流区,景区,4630,10.05,阴,3,24.4,10.6,0.0,8.9,0,0,38.85,50.0,60.0,28.03
2025-04-08,B001C8MSP5,黄龙溪古镇,双流区,景区,4968,10.8,阴,3,28.4,13.6,0.0,10.8,0,0,38.85,50.0,60.0,28.48
2025-04-09,B001C8MSP5,黄龙溪古镇,双流区,景区,4628,10.05,小毛毛雨,51,29.6,15.9,0.3,9.6,0,0,38.85,50.0,55.0,27.03
2025-04-10,B001C8MSP5,黄龙溪古镇,双流区,景区,4988,10.85,阴,3,31.4,19.3,0.0,11.3,0,0,38.85,50.0,60.0,28.51
2025-04-11,B001C8MSP5,黄龙溪古镇,双流区,景区,3310,7.13,小雨,61,27.2,18.6,6.5,25.5,0,0,38.85,50.0,40.0,22.28
2025-04-12,B001C8MSP5,黄龙溪古镇,双流区,景区,4049,8.77,大毛毛雨,55,17.8,12.1,9.0,15.5,1,0,38.85,70.0,35.0,26.26
2025-04-13,B001C8MSP5,黄龙溪古镇,双流区,景区,6171,13.46,阴,3,25.9,11.6,0.0,8.7,1,0,38.85,70.0,60.0,34.08
2025-04-14,B001C8MSP5,黄龙溪古镇,双流区,景区,5686,12.39,阴,3,26.6,11.9,0.0,6.2,0,0,38.85,50.0,60.0,29.43
2025-04-15,B001C8MSP5,黄龙溪古镇,双流区,景区,6067,13.23,阴,3,29.3,15.9,0.0,8.3,0,0,38.85,50.0,60.0,29.94
2025-04-16,B001C8MSP5,黄龙溪古镇,双流区,景区,4679,10.16,小毛毛雨,51,29.4,15.4,0.1,8.3,0,0,38.85,50.0,55.0,27.1
2025-04-17,B001C8MSP5,黄龙溪古镇,双流区,景区,5306,11.55,阴,3,32.5,16.8,0.0,12.8,0,0,38.85,50.0,60.0,28.93
2025-04-18,B001C8MSP5,黄龙溪古镇,双流区,景区,3568,7.71,小毛毛雨,51,34.4,20.3,0.2,20.8,0,0,38.85,50.0,55.0,25.63
2025-04-19,B001C8MSP5,黄龙溪古镇,双流区,景区,6704,14.64,阴,3,35.0,20.0,0.0,15.1,1,0,38.85,70.0,60.0,34.78
2025-04-20,B001C8MSP5,黄龙溪古镇,双流区,景区,4210,9.13,中毛毛雨,53,33.5,21.9,1.0,9.2,1,0,38.85,70.0,45.0,28.48
2025-04-21,B001C8MSP5,黄龙溪古镇,双流区,景区,3271,7.05,中毛毛雨,53,29.5,21.0,0.8,28.1,0,0,38.85,50.0,45.0,23.23
2025-04-22,B001C8MSP5,黄龙溪古镇,双流区,景区,1881,3.97,中雨,63,28.9,16.6,3.1,15.1,0,0,38.85,50.0,30.0,18.38
2025-04-23,B001C8MSP5,黄龙溪古镇,双流区,景区,3514,7.59,中毛毛雨,53,22.5,14.4,1.5,9.8,0,0,38.85,50.0,45.0,23.55
2025-04-24,B001C8MSP5,黄龙溪古镇,双流区,景区,3347,7.22,中毛毛雨,53,23.7,15.7,2.9,10.4,0,0,38.85,50.0,45.0,23.33
2025-04-25,B001C8MSP5,黄龙溪古镇,双流区,景区,2710,5.81,大毛毛雨,55,22.1,15.8,3.9,9.6,0,0,38.85,50.0,35.0,20.49
2025-04-26,B001C8MSP5,黄龙溪古镇,双流区,景区,5347,11.64,小雨,61,21.0,15.5,4.0,8.9,1,0,38.85,70.0,40.0,28.98
2025-04-27,B001C8MSP5,黄龙溪古镇,双流区,景区,7965,17.43,阴,3,26.5,13.6,0.0,5.6,1,0,38.85,70.0,60.0,36.46
2025-04-28,B001C8MSP5,黄龙溪古镇,双流区,景区,5196,11.31,小毛毛雨,51,26.4,17.7,0.7,14.8,0,0,38.85,50.0,55.0,27.79
2025-04-29,B001C8MSP5,黄龙溪古镇,双流区,景区,3491,7.53,小雨,61,20.1,16.3,6.9,9.2,0,0,38.85,50.0,40.0,22.52
2025-04-30,B001C8MSP5,黄龙溪古镇,双流区,景区,4373,9.49,阴,3,26.1,15.1,0.0,10.6,0,0,38.85,50.0,60.0,27.69
2025-05-01,B001C8MSP5,黄龙溪古镇,双流区,景区,10747,23.58,阴,3,30.8,15.4,0.0,10.8,0,1,38.85,90.0,60.0,44.15
2025-05-02,B001C8MSP5,黄龙溪古镇,双流区,景区,10611,23.28,阴,3,31.4,17.6,0.0,7.7,0,1,38.85,90.0,60.0,43.97
2025-05-03,B001C8MSP5,黄龙溪古镇,双流区,景区,7771,17.0,阴,3,33.4,20.6,0.0,8.1,1,1,38.85,90.0,60.0,40.2
2025-05-04,B001C8MSP5,黄龙溪古镇,双流区,景区,3510,7.58,中雨,63,29.7,19.5,12.5,24.9,1,1,38.85,90.0,30.0,28.55
2025-05-05,B001C8MSP5,黄龙溪古镇,双流区,景区,4386,9.51,中雨,63,27.0,14.5,6.2,24.0,0,1,38.85,90.0,30.0,29.71
2025-05-06,B001C8MSP5,黄龙溪古镇,双流区,景区,5331,11.6,小毛毛雨,51,27.0,18.4,0.1,12.0,0,0,38.85,50.0,55.0,27.96
2025-05-07,B001C8MSP5,黄龙溪古镇,双流区,景区,3780,8.17,中毛毛雨,53,26.2,15.1,2.6,13.1,0,0,38.85,50.0,45.0,23.9
2025-05-08,B001C8MSP5,黄龙溪古镇,双流区,景区,1997,4.23,中雨,63,28.4,16.0,7.3,12.2,0,0,38.85,50.0,30.0,18.54
2025-05-09,B001C8MSP5,黄龙溪古镇,双流区,景区,4221,9.15,阴,3,25.6,18.0,0.0,18.1,0,0,38.85,50.0,60.0,27.49
